waveform	[0]	[1]
t0	2/27/2024  16:37:17.780947	2/27/2024  16:37:17.780947
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:37:17.780947	6.615943E-1	3.246497E+0
2/27/2024  16:37:17.781147	6.301996E-1	3.246335E+0
2/27/2024  16:37:17.781347	5.944356E-1	3.245364E+0
2/27/2024  16:37:17.781547	3.593626E+0	3.242128E+0
2/27/2024  16:37:17.781747	6.556067E-1	3.245040E+0
2/27/2024  16:37:17.781947	6.206518E-1	3.246173E+0
2/27/2024  16:37:17.782147	6.031743E-1	3.246011E+0
2/27/2024  16:37:17.782347	6.988148E-1	3.247630E+0
2/27/2024  16:37:17.782547	6.447642E-1	3.249086E+0
2/27/2024  16:37:17.782747	6.143405E-1	3.246173E+0
2/27/2024  16:37:17.782947	5.902281E-1	3.245526E+0
2/27/2024  16:37:17.783147	5.298065E+0	3.257663E+0
2/27/2024  16:37:17.783347	6.876487E-1	3.246497E+0
2/27/2024  16:37:17.783547	6.556067E-1	3.244879E+0
2/27/2024  16:37:17.783747	6.305233E-1	3.247306E+0
2/27/2024  16:37:17.783947	5.979958E-1	3.246982E+0
2/27/2024  16:37:17.784147	5.298065E+0	3.252808E+0
2/27/2024  16:37:17.784347	6.763207E-1	3.247953E+0
2/27/2024  16:37:17.784547	6.572250E-1	3.247306E+0
2/27/2024  16:37:17.784747	6.446024E-1	3.248277E+0
2/27/2024  16:37:17.784947	6.488099E-1	3.243746E+0
2/27/2024  16:37:17.785147	6.517228E-1	3.247468E+0
2/27/2024  16:37:17.785347	6.431459E-1	3.250705E+0
2/27/2024  16:37:17.785547	6.243738E-1	3.247306E+0
2/27/2024  16:37:17.785747	6.111039E-1	3.247144E+0
2/27/2024  16:37:17.785947	5.913609E-1	3.247792E+0
2/27/2024  16:37:17.786147	7.153213E-1	3.248924E+0
2/27/2024  16:37:17.786347	6.441169E-1	3.250866E+0
2/27/2024  16:37:17.786547	6.018797E-1	3.247468E+0
2/27/2024  16:37:17.786747	7.760069E-1	3.250219E+0
2/27/2024  16:37:17.786947	6.408803E-1	3.249734E+0
2/27/2024  16:37:17.787147	5.929792E-1	3.247953E+0
2/27/2024  16:37:17.787347	6.960637E-1	3.249410E+0
2/27/2024  16:37:17.787547	6.405567E-1	3.249895E+0
2/27/2024  16:37:17.787747	5.963775E-1	3.248277E+0
2/27/2024  16:37:17.787947	4.824047E+0	3.251190E+0
2/27/2024  16:37:17.788147	7.002713E-1	3.249410E+0
2/27/2024  16:37:17.788347	6.564158E-1	3.247144E+0
2/27/2024  16:37:17.788547	6.394239E-1	3.250057E+0
2/27/2024  16:37:17.788747	6.313324E-1	3.248115E+0
2/27/2024  16:37:17.788947	6.195190E-1	3.248601E+0
2/27/2024  16:37:17.789147	5.899044E-1	3.248115E+0
2/27/2024  16:37:17.789347	6.688766E-1	3.248439E+0
2/27/2024  16:37:17.789547	6.096475E-1	3.248439E+0
