waveform	[0]	[1]
t0	2/27/2024  16:33:56.203075	2/27/2024  16:33:56.203075
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:33:56.203075	6.280959E-1	3.013460E+0
2/27/2024  16:33:56.203275	6.256685E-1	3.013298E+0
2/27/2024  16:33:56.203475	6.169297E-1	3.013298E+0
2/27/2024  16:33:56.203675	5.945974E-1	3.013460E+0
2/27/2024  16:33:56.203875	5.298065E+0	3.001323E+0
2/27/2024  16:33:56.204075	7.002713E-1	3.013622E+0
2/27/2024  16:33:56.204275	6.700094E-1	3.010709E+0
2/27/2024  16:33:56.204475	6.528556E-1	3.012975E+0
2/27/2024  16:33:56.204675	6.368346E-1	3.012489E+0
2/27/2024  16:33:56.204875	6.216228E-1	3.012489E+0
2/27/2024  16:33:56.205075	6.023652E-1	3.011680E+0
2/27/2024  16:33:56.205275	5.298065E+0	3.003750E+0
2/27/2024  16:33:56.205475	7.004331E-1	3.012813E+0
2/27/2024  16:33:56.205675	6.656400E-1	3.011680E+0
2/27/2024  16:33:56.205875	6.480008E-1	3.011680E+0
2/27/2024  16:33:56.206075	6.360255E-1	3.011033E+0
2/27/2024  16:33:56.206275	6.253448E-1	3.010385E+0
2/27/2024  16:33:56.206475	6.068964E-1	3.009576E+0
2/27/2024  16:33:56.206675	5.949211E-1	3.009414E+0
2/27/2024  16:33:56.206875	6.738933E-1	3.006501E+0
2/27/2024  16:33:56.207075	6.235647E-1	3.009091E+0
2/27/2024  16:33:56.207275	6.727605E-1	3.012165E+0
2/27/2024  16:33:56.207475	6.151496E-1	3.008120E+0
2/27/2024  16:33:56.207675	5.981577E-1	3.008120E+0
2/27/2024  16:33:56.207875	5.958921E-1	3.007310E+0
2/27/2024  16:33:56.208075	5.902281E-1	3.006987E+0
2/27/2024  16:33:56.208275	5.897426E-1	3.006825E+0
2/27/2024  16:33:56.208475	5.298065E+0	2.950346E+0
2/27/2024  16:33:56.208675	6.845739E-1	3.008120E+0
2/27/2024  16:33:56.208875	6.578723E-1	3.007958E+0
2/27/2024  16:33:56.209075	6.384529E-1	3.007149E+0
2/27/2024  16:33:56.209275	6.198426E-1	3.007310E+0
2/27/2024  16:33:56.209475	5.899044E-1	3.006501E+0
2/27/2024  16:33:56.209675	8.784443E-1	3.014269E+0
2/27/2024  16:33:56.209875	6.677438E-1	3.007149E+0
2/27/2024  16:33:56.210075	6.462206E-1	3.006987E+0
2/27/2024  16:33:56.210275	6.269631E-1	3.006663E+0
2/27/2024  16:33:56.210475	6.062491E-1	3.007472E+0
2/27/2024  16:33:56.210675	5.298065E+0	3.011842E+0
2/27/2024  16:33:56.210875	6.920180E-1	3.008120E+0
2/27/2024  16:33:56.211075	6.619180E-1	3.009252E+0
2/27/2024  16:33:56.211275	6.412040E-1	3.007958E+0
2/27/2024  16:33:56.211475	6.248593E-1	3.006663E+0
2/27/2024  16:33:56.211675	6.018797E-1	3.006825E+0
2/27/2024  16:33:56.211875	5.298065E+0	3.013136E+0
2/27/2024  16:33:56.212075	6.954164E-1	3.008605E+0
2/27/2024  16:33:56.212275	6.659637E-1	3.008281E+0
2/27/2024  16:33:56.212475	6.491336E-1	3.007149E+0
2/27/2024  16:33:56.212675	6.348927E-1	3.008443E+0
2/27/2024  16:33:56.212875	6.214609E-1	3.008767E+0
2/27/2024  16:33:56.213075	6.022034E-1	3.009414E+0
2/27/2024  16:33:56.213275	5.960539E-1	3.008929E+0
2/27/2024  16:33:56.213475	3.581812E+0	3.022846E+0
2/27/2024  16:33:56.213675	6.879723E-1	3.009414E+0
2/27/2024  16:33:56.213875	6.672583E-1	3.009738E+0
2/27/2024  16:33:56.214075	6.538266E-1	3.009900E+0
2/27/2024  16:33:56.214275	6.415276E-1	3.009576E+0
2/27/2024  16:33:56.214475	6.313324E-1	3.009900E+0
2/27/2024  16:33:56.214675	6.225937E-1	3.009900E+0
2/27/2024  16:33:56.214875	6.123985E-1	3.009576E+0
2/27/2024  16:33:56.215075	5.999378E-1	3.009738E+0
2/27/2024  16:33:56.215275	5.899044E-1	3.008929E+0
2/27/2024  16:33:56.215475	9.847655E-1	3.008929E+0
2/27/2024  16:33:56.215675	5.298065E+0	2.952450E+0
2/27/2024  16:33:56.215875	1.332050E+0	3.007634E+0
2/27/2024  16:33:56.216075	7.093337E-1	3.012004E+0
2/27/2024  16:33:56.216275	6.850594E-1	3.011194E+0
2/27/2024  16:33:56.216475	6.719513E-1	3.009414E+0
2/27/2024  16:33:56.216675	6.630508E-1	3.012813E+0
2/27/2024  16:33:56.216875	6.562540E-1	3.010709E+0
2/27/2024  16:33:56.217075	6.517228E-1	3.009900E+0
2/27/2024  16:33:56.217275	6.488099E-1	3.010385E+0
2/27/2024  16:33:56.217475	6.444405E-1	3.010547E+0
2/27/2024  16:33:56.217675	6.439550E-1	3.010223E+0
2/27/2024  16:33:56.217875	6.505900E-1	3.010385E+0
2/27/2024  16:33:56.218075	6.577105E-1	3.012975E+0
2/27/2024  16:33:56.218275	6.628890E-1	3.013784E+0
2/27/2024  16:33:56.218475	6.590051E-1	3.012975E+0
2/27/2024  16:33:56.218675	6.554449E-1	3.012004E+0
2/27/2024  16:33:56.218875	6.520465E-1	3.012327E+0
2/27/2024  16:33:56.219075	6.512373E-1	3.013136E+0
2/27/2024  16:33:56.219275	6.449260E-1	3.013298E+0
2/27/2024  16:33:56.219475	6.400712E-1	3.013460E+0
2/27/2024  16:33:56.219675	6.326271E-1	3.013784E+0
2/27/2024  16:33:56.219875	6.191953E-1	3.013784E+0
2/27/2024  16:33:56.220075	5.979958E-1	3.013298E+0
2/27/2024  16:33:56.220275	5.298065E+0	3.000837E+0
2/27/2024  16:33:56.220475	6.952546E-1	3.012813E+0
2/27/2024  16:33:56.220675	6.667728E-1	3.012975E+0
2/27/2024  16:33:56.220875	6.496190E-1	3.013298E+0
2/27/2024  16:33:56.221075	6.363491E-1	3.013784E+0
2/27/2024  16:33:56.221275	6.234029E-1	3.012813E+0
2/27/2024  16:33:56.221475	6.068964E-1	3.012327E+0
2/27/2024  16:33:56.221675	5.887716E-1	3.012327E+0
2/27/2024  16:33:56.221875	5.298065E+0	2.950022E+0
2/27/2024  16:33:56.222075	6.991385E-1	3.012327E+0
2/27/2024  16:33:56.222275	6.738933E-1	3.012489E+0
2/27/2024  16:33:56.222475	6.586814E-1	3.012489E+0
2/27/2024  16:33:56.222675	6.455733E-1	3.011518E+0
2/27/2024  16:33:56.222875	6.353782E-1	3.010709E+0
2/27/2024  16:33:56.223075	6.272867E-1	3.010871E+0
2/27/2024  16:33:56.223275	6.182244E-1	3.010062E+0
2/27/2024  16:33:56.223475	6.056018E-1	3.008767E+0
2/27/2024  16:33:56.223675	5.889335E-1	3.008929E+0
2/27/2024  16:33:56.223875	5.298065E+0	2.948566E+0
2/27/2024  16:33:56.224075	7.124084E-1	3.010385E+0
2/27/2024  16:33:56.224275	6.745406E-1	3.007472E+0
2/27/2024  16:33:56.224475	6.552830E-1	3.008929E+0
2/27/2024  16:33:56.224675	6.395857E-1	3.008281E+0
2/27/2024  16:33:56.224875	6.243738E-1	3.008120E+0
2/27/2024  16:33:56.225075	5.988050E-1	3.007472E+0
2/27/2024  16:33:56.225275	4.702347E+0	2.980285E+0
2/27/2024  16:33:56.225475	6.632126E-1	3.010223E+0
2/27/2024  16:33:56.225675	6.431459E-1	3.007796E+0
2/27/2024  16:33:56.225875	6.306851E-1	3.007472E+0
2/27/2024  16:33:56.226075	6.099711E-1	3.006987E+0
2/27/2024  16:33:56.226275	5.963775E-1	3.006987E+0
2/27/2024  16:33:56.226475	7.090100E-1	3.008120E+0
2/27/2024  16:33:56.226675	6.646691E-1	3.010547E+0
2/27/2024  16:33:56.226875	6.433077E-1	3.006663E+0
2/27/2024  16:33:56.227075	6.256685E-1	3.007149E+0
2/27/2024  16:33:56.227275	6.036598E-1	3.006825E+0
2/27/2024  16:33:56.227475	5.298065E+0	3.009091E+0
2/27/2024  16:33:56.227675	6.814992E-1	3.006987E+0
2/27/2024  16:33:56.227875	6.462206E-1	3.007472E+0
2/27/2024  16:33:56.228075	6.191953E-1	3.007310E+0
2/27/2024  16:33:56.228275	6.044690E-1	3.006663E+0
2/27/2024  16:33:56.228475	5.890953E-1	3.006339E+0
2/27/2024  16:33:56.228675	1.385777E+0	3.006016E+0
2/27/2024  16:33:56.228875	5.298065E+0	2.947433E+0
2/27/2024  16:33:56.229075	2.867003E+0	2.998572E+0
2/27/2024  16:33:56.229275	7.162923E-1	3.009091E+0
2/27/2024  16:33:56.229475	6.832793E-1	3.009414E+0
2/27/2024  16:33:56.229675	6.696857E-1	3.005530E+0
2/27/2024  16:33:56.229875	6.594906E-1	3.010871E+0
2/27/2024  16:33:56.230075	6.515610E-1	3.008767E+0
2/27/2024  16:33:56.230275	6.496190E-1	3.010385E+0
2/27/2024  16:33:56.230475	6.562540E-1	3.009900E+0
2/27/2024  16:33:56.230675	6.590051E-1	3.010547E+0
2/27/2024  16:33:56.230875	6.486481E-1	3.009900E+0
2/27/2024  16:33:56.231075	6.352163E-1	3.009738E+0
2/27/2024  16:33:56.231275	6.191953E-1	3.009414E+0
2/27/2024  16:33:56.231475	5.939501E-1	3.009091E+0
2/27/2024  16:33:56.231675	5.298065E+0	2.954068E+0
2/27/2024  16:33:56.231875	6.823083E-1	3.009414E+0
2/27/2024  16:33:56.232075	6.580341E-1	3.010385E+0
2/27/2024  16:33:56.232275	6.384529E-1	3.009900E+0
2/27/2024  16:33:56.232475	6.206518E-1	3.009576E+0
2/27/2024  16:33:56.232675	5.933028E-1	3.009576E+0
2/27/2024  16:33:56.232875	1.235276E+0	3.009091E+0
2/27/2024  16:33:56.233075	6.695239E-1	3.009738E+0
2/27/2024  16:33:56.233275	6.458970E-1	3.009414E+0
