waveform	[0]	[1]
t0	2/27/2024  16:36:03.748516	2/27/2024  16:36:03.748516
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:36:03.748516	6.179007E-1	3.109750E+0
2/27/2024  16:36:03.748716	6.198426E-1	3.109264E+0
2/27/2024  16:36:03.748916	6.172534E-1	3.110235E+0
2/27/2024  16:36:03.749116	6.141787E-1	3.110073E+0
2/27/2024  16:36:03.749316	6.094856E-1	3.110559E+0
2/27/2024  16:36:03.749516	6.044690E-1	3.110397E+0
2/27/2024  16:36:03.749716	5.970249E-1	3.110235E+0
2/27/2024  16:36:03.749916	5.928173E-1	3.109426E+0
2/27/2024  16:36:03.750116	5.899044E-1	3.109750E+0
2/27/2024  16:36:03.750316	5.895808E-1	3.109750E+0
2/27/2024  16:36:03.750516	5.895808E-1	3.109750E+0
2/27/2024  16:36:03.750716	5.899044E-1	3.109911E+0
2/27/2024  16:36:03.750916	5.908754E-1	3.109588E+0
2/27/2024  16:36:03.751116	5.942738E-1	3.108940E+0
2/27/2024  16:36:03.751316	5.989668E-1	3.108779E+0
2/27/2024  16:36:03.751516	6.023652E-1	3.108617E+0
2/27/2024  16:36:03.751716	6.034980E-1	3.108455E+0
2/27/2024  16:36:03.751916	6.022034E-1	3.107969E+0
2/27/2024  16:36:03.752116	6.002614E-1	3.107969E+0
2/27/2024  16:36:03.752316	5.975103E-1	3.107484E+0
2/27/2024  16:36:03.752516	5.920082E-1	3.106675E+0
2/27/2024  16:36:03.752716	5.894189E-1	3.107322E+0
2/27/2024  16:36:03.752916	5.939501E-1	3.105866E+0
2/27/2024  16:36:03.753116	1.581104E+0	3.106675E+0
2/27/2024  16:36:03.753316	5.298065E+0	3.094537E+0
2/27/2024  16:36:03.753516	5.298065E+0	3.053270E+0
2/27/2024  16:36:03.753716	5.298065E+0	3.062333E+0
2/27/2024  16:36:03.753916	5.298065E+0	3.052138E+0
2/27/2024  16:36:03.754116	5.298065E+0	3.062171E+0
2/27/2024  16:36:03.754316	5.298065E+0	3.053918E+0
2/27/2024  16:36:03.754516	5.298065E+0	3.108940E+0
2/27/2024  16:36:03.754716	5.931410E-1	3.103762E+0
2/27/2024  16:36:03.754916	5.933028E-1	3.103762E+0
2/27/2024  16:36:03.755116	6.088383E-1	3.104571E+0
2/27/2024  16:36:03.755316	6.251830E-1	3.103762E+0
2/27/2024  16:36:03.755516	6.402330E-1	3.104409E+0
2/27/2024  16:36:03.755716	6.624035E-1	3.103276E+0
2/27/2024  16:36:03.755916	7.580440E-1	3.107808E+0
2/27/2024  16:36:03.756116	5.936265E-1	3.104247E+0
2/27/2024  16:36:03.756316	5.902281E-1	3.104085E+0
2/27/2024  16:36:03.756516	6.591669E-1	3.103438E+0
2/27/2024  16:36:03.756716	5.903899E-1	3.104085E+0
2/27/2024  16:36:03.756916	6.101329E-1	3.104409E+0
2/27/2024  16:36:03.757116	6.077055E-1	3.104409E+0
2/27/2024  16:36:03.757316	5.999378E-1	3.103762E+0
2/27/2024  16:36:03.757516	5.957302E-1	3.103762E+0
