waveform	[0]	[1]
t0	2/27/2024  16:34:33.202946	2/27/2024  16:34:33.202946
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:34:33.239346	6.300378E-1	3.028510E+0
2/27/2024  16:34:33.239546	7.004331E-1	3.030452E+0
2/27/2024  16:34:33.239746	6.119131E-1	3.029158E+0
2/27/2024  16:34:33.239946	6.509137E-1	3.029643E+0
2/27/2024  16:34:33.240146	2.237807E+0	3.016535E+0
2/27/2024  16:34:33.240346	5.889335E-1	3.027701E+0
2/27/2024  16:34:33.240546	5.890953E-1	3.028025E+0
2/27/2024  16:34:33.240746	6.250211E-1	3.028672E+0
2/27/2024  16:34:33.240946	6.662873E-1	3.028187E+0
2/27/2024  16:34:33.241146	5.949211E-1	3.028187E+0
2/27/2024  16:34:33.241346	6.408803E-1	3.029319E+0
2/27/2024  16:34:33.241546	6.708185E-1	3.029319E+0
2/27/2024  16:34:33.241746	5.100948E+0	3.032394E+0
2/27/2024  16:34:33.241946	6.041453E-1	3.028834E+0
2/27/2024  16:34:33.242146	6.106184E-1	3.029319E+0
2/27/2024  16:34:33.242346	6.161206E-1	3.028510E+0
2/27/2024  16:34:33.242546	6.266394E-1	3.028834E+0
2/27/2024  16:34:33.242746	6.292287E-1	3.029481E+0
2/27/2024  16:34:33.242946	6.413658E-1	3.029805E+0
2/27/2024  16:34:33.243146	6.544739E-1	3.029481E+0
2/27/2024  16:34:33.243346	6.677438E-1	3.027054E+0
2/27/2024  16:34:33.243546	6.929890E-1	3.029481E+0
2/27/2024  16:34:33.243746	5.298065E+0	3.079325E+0
2/27/2024  16:34:33.243946	5.931410E-1	3.029643E+0
2/27/2024  16:34:33.244146	6.191953E-1	3.029158E+0
2/27/2024  16:34:33.244346	6.357018E-1	3.030290E+0
2/27/2024  16:34:33.244546	6.536647E-1	3.031100E+0
2/27/2024  16:34:33.244746	6.776153E-1	3.031100E+0
2/27/2024  16:34:33.244946	4.516723E+0	2.990480E+0
2/27/2024  16:34:33.245146	5.890953E-1	3.031747E+0
2/27/2024  16:34:33.245346	6.164442E-1	3.031261E+0
2/27/2024  16:34:33.245546	6.326271E-1	3.032718E+0
