0,106.8463,100.4091,94.05433,98.9326,94.66083,98.23576,86.00111,91.81003,81.83739,18.02215,-38.31847,-67.89492,-76.12136,-105.8376,-111.9837,-118.559,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,0,-142.7361,-155.9913,-161.1185,-161.7523,-156.9914,-152.1695,-136.4213,-135.9195,-130.0151,-129.327,-123.3099,-124.94,-97.85406,-102.6499,-89.29786,-100.0419,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,-112.3257,-81.74107,-80.02,-44.2896,-5.121489,35.34335,54.45982,86.17915,97.32568,101.5995,104.5908,105.3406,113.5194,114.3705,117.1752,-29.90565,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1,108.6845,103.3511,99.03819,105.8979,93.10688,98.49059,72.03402,76.03361,62.79969,32.05284,24.55476,14.7953,-25.70896,-23.53032,-57.87352,-62.35753,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,1,-131.7935,-150.4288,-153.8567,-153.2264,-146.4931,-140.5688,-140.2497,-139.3049,-137.3134,-134.7358,-131.0238,-132.8827,-121.3018,-109.9305,-99.31145,-81.24043,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,-65.30227,-51.20773,-47.46676,-26.47431,-4.464886,32.39808,40.35511,65.84035,83.21863,93.61575,96.70704,101.2994,108.6561,111.1409,112.7194,-28.10033,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2,107.7654,104.886,101.9774,110.1544,104.5024,110.34,91.04479,93.01517,93.45779,58.42086,53.75823,24.86098,-35.04459,-62.79823,-91.99604,-98.70184,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,2,-139.8501,-133.1368,-122.1016,-120.2188,-113.9123,-111.5669,-106.9424,-110.8421,-117.1503,-121.5825,-122.0044,-125.8225,-114.7555,-107.424,-95.01991,-69.0677,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,-74.16954,-61.21003,-39.62262,-35.51105,-3.545645,20.00336,39.57152,55.9317,73.38252,99.15287,105.6419,105.2059,109.552,110.0273,112.5989,-29.34149,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
3,109.4888,105.3976,101.7218,106.6718,102.6895,103.9694,91.95007,92.57693,91.97433,30.23852,6.198289,-50.46966,-87.43395,-141.7777,-141.689,-156.8717,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,3,-133.3567,-144.2617,-127.2711,-139.5849,-128.7546,-137.9771,-125.9569,-129.6502,-131.8706,-131.048,-129.7184,-132.8827,-135.1087,-128.9078,-115.0471,-75.0938,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,-94.32243,-79.3721,-69.95334,-50.35712,-41.73031,-3.31343,20.11226,62.84168,90.07801,98.25147,103.8024,102.7812,109.552,110.1386,111.3947,-32.72646,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
4,112.0163,104.6301,101.7218,107.0587,93.10688,101.5485,70.99942,71.97994,56.98949,25.40036,12.63497,-32.56037,-69.86101,-87.20202,-112.9775,-117.975,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,4,-136.9642,-149.5824,-143.8871,-144.0915,-139.2529,-138.4707,-126.4674,-122.8793,-119.6243,-120.5991,-120.9364,-127.3354,-117.255,-102.5305,-85.48315,-98.5956,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,-68.39238,-50.15486,-22.49622,-0.1292745,11.81883,38.41135,61.64276,71.70731,97.84336,102.3721,105.6419,107.4959,113.2634,113.2568,113.3215,-29.22865,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
5,110.6376,105.6534,107.089,115.4428,105.5384,107.0273,91.69141,83.92182,77.63425,40.39868,36.23615,0.9701474,-59.86639,-87.42387,-118.499,-121.1288,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,5,-112.1929,-137.6109,-136.5022,-144.0915,-135.0295,-147.1096,-138.8459,-134.791,-130.6336,-127.4831,-124.0219,-122.6707,-113.6843,-106.2305,-86.91367,-60.02855,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,-64.09309,-38.70486,-13.21397,1.292773,16.80906,48.10623,75.61686,80.70332,99.65527,100.3118,102.8826,109.7859,114.5433,114.3705,113.0807,-31.03398,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
6,109.9483,106.1651,104.2776,110.9283,104.114,109.7029,91.82074,93.23429,90.24363,59.75136,54.83101,29.59064,-29.22355,-48.71059,-88.02061,-99.63629,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,6,-132.3947,-130.9601,-125.9172,-127.0396,-127.3066,-128.1041,-127.9987,-127.2678,-127.17,-124.164,-120.8177,-121.6621,-115.7077,-103.1273,-89.41706,-64.36733,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6,-54.82277,-41.07382,-22.10401,6.463852,26.39544,49.82431,75.22506,80.44257,100.173,102.5009,102.0942,107.2265,111.7277,112.3659,114.4053,-31.03398,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
7,109.259,105.7813,109.0059,119.9573,113.9556,119.7686,102.5547,99.8078,92.09795,38.82627,24.67396,-24.81581,-50.09143,-67.01343,-92.43776,-106.2943,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,7,-123.7368,-124.3093,-128.9942,-132.3987,-139.3736,-141.0624,-141.6534,-144.0696,-150.9203,-153.5439,-144.9089,-143.599,-151.296,-122.1046,-105.0335,-67.50091,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,-76.31918,-51.86578,-43.15248,-17.43756,4.202305,34.23887,38.78787,62.58092,78.30058,89.75266,96.31285,100.0871,109.0401,109.4705,111.1538,-32.27514,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
8,108.4548,103.479,105.0444,114.1529,110.4592,119.3863,97.64038,102.5468,94.94125,32.17379,18.71406,-15.98217,-47.89481,-67.90083,-85.81203,-88.53963,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,8,-138.5274,-139.3039,-134.5329,-132.2769,-136.2362,-131.4362,-132.0824,-129.274,-126.3041,-121.4596,-121.8858,-121.1578,-107.8521,-106.2305,-96.33121,-76.05798,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,-59.92817,-46.86462,-37.79231,-23.50509,9.455118,45.40639,56.15755,62.05942,82.44209,94.38837,101.0431,103.4547,109.296,110.1386,110.07,-32.95213,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
9,106.7314,102.5836,100.5717,107.0587,106.0564,110.34,95.95915,92.24828,71.08228,5.926726,6.794278,-35.10155,-57.99926,-65.01675,-83.27216,-81.1808,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,9,-134.7997,-148.9778,-150.1642,-147.8672,-144.6831,-140.6922,-134.6347,-133.9133,-127.5411,-123.7952,-118.6815,-118.258,-106.5428,-111.8401,-95.13912,-79.07102,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9,-71.61684,-61.60486,-46.42088,-32.80003,-4.858796,40.74303,57.85533,72.88071,91.76051,96.4487,99.46634,99.95235,107.5043,109.2477,108.7453,-34.08046,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
