waveform	[0]	[1]
t0	2/27/2024  16:36:26.148613	2/27/2024  16:36:26.148613
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:36:26.148613	6.661255E-1	3.147618E+0
2/27/2024  16:36:26.148813	3.707232E+0	3.152311E+0
2/27/2024  16:36:26.149013	5.913609E-1	3.147618E+0
2/27/2024  16:36:26.149213	6.259921E-1	3.147133E+0
2/27/2024  16:36:26.149413	6.564158E-1	3.143410E+0
2/27/2024  16:36:26.149613	3.872463E+0	3.158623E+0
2/27/2024  16:36:26.149813	6.077055E-1	3.147618E+0
2/27/2024  16:36:26.150013	6.480008E-1	3.151016E+0
2/27/2024  16:36:26.150213	5.196917E+0	3.121401E+0
2/27/2024  16:36:26.150413	6.154733E-1	3.147294E+0
2/27/2024  16:36:26.150613	6.649927E-1	3.147294E+0
2/27/2024  16:36:26.150813	5.903899E-1	3.146162E+0
2/27/2024  16:36:26.151013	6.444405E-1	3.149560E+0
2/27/2024  16:36:26.151213	5.298065E+0	3.187914E+0
2/27/2024  16:36:26.151413	6.269631E-1	3.147133E+0
2/27/2024  16:36:26.151613	6.714659E-1	3.149075E+0
2/27/2024  16:36:26.151813	2.643030E+0	3.151502E+0
2/27/2024  16:36:26.152013	6.187098E-1	3.148589E+0
2/27/2024  16:36:26.152213	6.513991E-1	3.149398E+0
2/27/2024  16:36:26.152413	7.357117E-1	3.150693E+0
2/27/2024  16:36:26.152613	5.895808E-1	3.148589E+0
2/27/2024  16:36:26.152813	6.191953E-1	3.149722E+0
2/27/2024  16:36:26.153013	6.431459E-1	3.150207E+0
2/27/2024  16:36:26.153213	6.711422E-1	3.149075E+0
2/27/2024  16:36:26.153413	2.780424E+0	3.135966E+0
2/27/2024  16:36:26.153613	5.911990E-1	3.149398E+0
2/27/2024  16:36:26.153813	6.246975E-1	3.149560E+0
2/27/2024  16:36:26.154013	6.552830E-1	3.147618E+0
2/27/2024  16:36:26.154213	3.430176E+0	3.146809E+0
2/27/2024  16:36:26.154413	6.072200E-1	3.149722E+0
2/27/2024  16:36:26.154613	6.505900E-1	3.150207E+0
2/27/2024  16:36:26.154813	5.298065E+0	3.101334E+0
2/27/2024  16:36:26.155013	6.229174E-1	3.149560E+0
2/27/2024  16:36:26.155213	6.751879E-1	3.149398E+0
2/27/2024  16:36:26.155413	5.962157E-1	3.148913E+0
2/27/2024  16:36:26.155613	6.544739E-1	3.148104E+0
2/27/2024  16:36:26.155813	5.905517E-1	3.150045E+0
